Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,GL 450,21300,crossover,114,4.7,Petrol,yes,2007
BMW,X5,16500,crossover,230,3,Gas,yes,2004
Mercedes-Benz,Sprinter 311,7300,other,250,2.2,Diesel,yes,2005
Mercedes-Benz,Vito,NA,van,300,2.3,Diesel,yes,1996
Mercedes-Benz,E-Class,2300,sedan,300,3,Diesel,yes,1999
BMW,540,8200,sedan,250,4.4,Petrol,yes,1997
Audi,A6,35000,sedan,61,2.8,Petrol,yes,2012
Volkswagen,Passat B5,7800,vagon,193,1.9,Diesel,yes,2002
Volkswagen,Golf Plus,8200,hatch,157,1.6,Petrol,yes,2008
Audi,Q5,39999,crossover,45,2,Diesel,yes,2014
Renault,Trafic,11900,other,173,2,Diesel,yes,2012
Mercedes-Benz,E-Class,3600,sedan,276,2.7,Diesel,no,2001
Volkswagen,Passat B3,3399,sedan,201,1.8,Petrol,yes,1991
BMW,320,2650,vagon,335,2,Petrol,no,2000
Mercedes-Benz,A 150,11700,hatch,103,1.5,Petrol,yes,2007
Mercedes-Benz,A 160,1600,hatch,180,NA,Petrol,no,2000
BMW,525,2550,vagon,312,2.5,Diesel,no,1999
Renault,Trafic,NA,van,220,2,Diesel,yes,2008
Mercedes-Benz,E-Class,2550,vagon,367,3.2,Diesel,no,2000
Audi,A4,31700,sedan,32,1.8,Petrol,yes,2014
Mercedes-Benz,S 350,125000,sedan,18,3,Diesel,yes,2015
BMW,X5,20500,crossover,285,4.8,Petrol,yes,2006
Mitsubishi,Lancer,2600,other,200,2.4,Petrol,no,2002
BMW,525,2500,vagon,250,2.5,Diesel,no,2000
Mercedes-Benz,Vito,13200,van,182,2.2,Diesel,yes,2011
Mercedes-Benz,GL 320,31000,crossover,220,3.2,Diesel,yes,2008
Audi,A4 Allroad,30900,vagon,118,2,Petrol,yes,2013
Mitsubishi,Carisma,4750,sedan,167,1.6,Petrol,yes,2003
Volkswagen,T6 (Transporter),NA,van,160,2,Diesel,yes,2011
Audi,A8,NA,sedan,62,3,Petrol,yes,2013
Toyota,Auris,8950,hatch,118,1.6,Petrol,yes,2008
Renault,Grand Scenic,8300,van,177,1.5,Diesel,yes,2007
Audi,A6,6900,sedan,360,2.5,Diesel,yes,1997
Volkswagen,Passat B7,5000,sedan,81,NA,Other,no,2013
BMW,X5 M,69999,crossover,71,4.4,Petrol,yes,2011
Volkswagen,Passat B5,3250,sedan,255,1.9,Diesel,no,2003
Volkswagen,Golf VI,11900,hatch,91,1.4,Petrol,yes,2010
Mitsubishi,Eclipse,9600,other,114,2,Petrol,yes,1999
Mercedes-Benz,C-Class,21200,vagon,206,2.1,Diesel,yes,2011
Toyota,Land Cruiser 200,102999,crossover,0,4.5,Diesel,yes,2016
Mercedes-Benz,Vito,11900,van,277,2.2,Diesel,yes,2007
Renault,Kangoo,9999,van,185,1.5,Diesel,yes,2008
Renault,Logan,8500,sedan,57,1.2,Gas,yes,2013
Volkswagen,T4 (Transporter),6500,other,385,2.4,Diesel,yes,1997
Mitsubishi,Lancer X,8700,sedan,80,1.5,Petrol,yes,2008
Volkswagen,Caddy,8599,van,169,1.6,Diesel,yes,2011
Volkswagen,Golf VI,12700,hatch,156,1.6,Diesel,yes,2011
Mitsubishi,Lancer,7700,sedan,135,2,Gas,yes,2007
Mitsubishi,L 200,2020,other,90,NA,Other,no,2008
Volkswagen,Caddy,NA,van,123,1.2,Petrol,yes,2013
Mitsubishi,Galant,8700,sedan,150,2.4,Gas,yes,2007
Mitsubishi,Lancer X,9300,sedan,95,2,Petrol,yes,2007
Mercedes-Benz,E-Class,3550,sedan,238,2.2,Diesel,no,2001
Audi,Q7,29800,crossover,151,3,Diesel,yes,2007
Renault,Kangoo,3900,van,202,1.9,Diesel,yes,2001
BMW,X5,NA,crossover,200,3,Diesel,yes,2009
Volkswagen,T5 (Transporter),7000,van,345,1.9,Diesel,yes,2006
Audi,TT,17700,other,70,2,Petrol,yes,2009
Toyota,Camry,9999,sedan,225,3,Gas,yes,2004
Audi,A5,25300,hatch,180,2,Diesel,yes,2011
Audi,A4 Allroad,22500,vagon,175,2,Gas,yes,2010
Volkswagen,Jetta,18600,sedan,2,1.6,Petrol,yes,2015
Mitsubishi,Lancer,6999,sedan,160,2,Petrol,yes,2007
Toyota,Land Cruiser 100,16200,crossover,281,4.2,Diesel,yes,1999
Mercedes-Benz,B-Class Electric Drive,29999,hatch,9,NA,Other,yes,2015
Toyota,Land Cruiser 100,18000,crossover,320,4.2,Diesel,yes,1999
Mercedes-Benz,E-Class,27300,sedan,144,2.14,Diesel,yes,2011
Toyota,Carina,2700,sedan,550,1.6,Gas,yes,1989
BMW,X5,12000,crossover,218,3,Diesel,no,2006
Mercedes-Benz,B-Class Electric Drive,39900,hatch,2,NA,Other,yes,2015
Volkswagen,Passat B5,1800,other,280,1.9,Diesel,no,1997
Audi,A4,20500,sedan,106,1.8,Petrol,yes,2011
Volkswagen,Polo,10493,other,1,1.4,Petrol,yes,2014
BMW,330,16800,sedan,154,3,Petrol,yes,2006
Volkswagen,Passat B6,12500,sedan,177,NA,Petrol,yes,2008
BMW,730,8200,sedan,238,3,Diesel,no,2004
BMW,525,8000,sedan,330,NA,Diesel,yes,1997
Mercedes-Benz,Vito,14500,van,171,2.2,Diesel,yes,2011
Volkswagen,Passat CC,24500,crossover,62,2,Diesel,yes,2012
Toyota,Rav 4,13250,sedan,96,2.4,Gas,yes,2008
Toyota,Camry,6400,sedan,250,3,Gas,yes,1998
Mercedes-Benz,S 550,29500,sedan,135,5.5,Petrol,yes,2008
Volkswagen,Multivan,69990,van,1,5,Diesel,yes,2015
Audi,A6,2600,vagon,110,2.5,Diesel,no,2002
Volkswagen,Passat B4,4900,sedan,500,1.9,Diesel,yes,1995
Renault,Megane,10500,vagon,185,1.5,Diesel,yes,2011
Volkswagen,Touareg,NA,crossover,90,3.6,Petrol,yes,2008
Volkswagen,Tiguan,27200,crossover,1,2,Diesel,yes,2015
Mercedes-Benz,E-Class,1350,sedan,360,2.5,Diesel,no,1989
Mercedes-Benz,S 350,NA,sedan,24,3,Diesel,yes,2015
Toyota,Camry,13900,sedan,139,2.4,Other,yes,2008
BMW,745,12800,sedan,194,4.4,Gas,yes,2002
Toyota,Land Cruiser Prado,21200,crossover,135,4,Gas,yes,2007
Mercedes-Benz,E-Class,8700,sedan,196,2,Gas,yes,2000
Toyota,Avensis,8800,sedan,165,1.8,Petrol,yes,2007
Toyota,Avensis,12900,sedan,129,1.8,Petrol,yes,2009
BMW,530,9500,sedan,339,3,Diesel,yes,2001
BMW,530,10700,sedan,243,3,Diesel,yes,2002
Volkswagen,Caddy,10800,van,156,1.6,Diesel,yes,2012
Mitsubishi,Galant,2400,hatch,350,2,Gas,yes,1989
Renault,Megane,13300,other,132,1.5,Diesel,yes,2012
BMW,X5,34500,crossover,85,3,Petrol,yes,2010
BMW,X6,57000,other,20,3.5,Petrol,yes,2013
Renault,Kangoo,7200,van,146,1.5,Diesel,yes,2012
Toyota,Camry,23400,sedan,69,2.5,Gas,yes,2014
Mercedes-Benz,S 55,6500,sedan,215,55,Petrol,no,2001
Toyota,Land Cruiser Prado,48000,crossover,59,3,Diesel,yes,2014
BMW,525,6800,sedan,325,NA,Other,no,2005
Volkswagen,Golf VI,4200,sedan,1,1.4,Petrol,yes,2012
Mercedes-Benz,E-Class,6200,other,340,2.4,Gas,yes,1998
BMW,X5 M,137000,crossover,2,4.4,Petrol,yes,2016
Audi,80,1300,sedan,250,NA,Gas,no,1994
BMW,523,2900,sedan,225,2.5,Petrol,no,1997
Mercedes-Benz,Vito,12700,other,199,2.2,Diesel,yes,2011
Audi,A6 Allroad,16999,vagon,140,4.2,Petrol,yes,2007
Volkswagen,Polo,13972.07,sedan,0,1.6,Petrol,yes,2016
Mercedes-Benz,S 500,41900,sedan,95,6.2,Petrol,yes,2011
Renault,Megane,6650,vagon,227,1.5,Diesel,yes,2005
Mercedes-Benz,E-Class,9200,other,280,2.4,Petrol,yes,2003
BMW,525,15300,sedan,250,2.5,Petrol,yes,2006
Volkswagen,T3 (Transporter),1450,van,100,1.6,Diesel,yes,1988
Volkswagen,Caddy,5900,van,278,1.9,Diesel,yes,2005
Mercedes-Benz,190,4100,sedan,400,2,Diesel,yes,1987
Mercedes-Benz,E-Class,4900,sedan,282,3.2,Gas,yes,1993
BMW,330,12900,vagon,260,3,Diesel,yes,2004
Toyota,FJ Cruiser,33333,vagon,73,4,Gas,yes,2009
Volkswagen,Polo,7200,hatch,127,1.39,Petrol,yes,2007
BMW,X6,77777,crossover,1,3,Diesel,yes,2014
Mercedes-Benz,A 140,2300,hatch,175,1.4,Petrol,no,2000
Volkswagen,Touareg,13000,crossover,235,3.2,Gas,yes,2005
Volkswagen,T4 (Transporter),3000,van,318,1.9,Diesel,yes,1993
Renault,Kangoo,7999,van,92,1.5,Diesel,yes,2013
Mercedes-Benz,Vito,11000,van,250,2.2,Diesel,yes,2005
BMW,M5,81000,sedan,23,4.4,Petrol,yes,2014
BMW,318,3800,sedan,304,1.9,Gas,no,2000
BMW,325,4300,other,280,2.5,Petrol,yes,1985
Audi,100,4400,sedan,340,2.8,Gas,yes,1992
Audi,A6,3150,vagon,320,2.5,Diesel,no,2002
Volkswagen,T5 (Transporter),10900,other,287,2.5,Other,yes,2004
Volkswagen,Caddy,6400,van,305,NA,Diesel,yes,2004
Audi,A6,3050,vagon,250,2.5,Other,no,2001
Volkswagen,Touran,30385,vagon,0,2,Diesel,yes,2014
BMW,X5,20999,crossover,170,4.8,Petrol,yes,2008
Volkswagen,Polo,1500,sedan,255,1.9,Diesel,no,1998
Mitsubishi,Outlander,NA,crossover,120,2,Gas,yes,2008
Toyota,Vista,8500,vagon,200,2,Petrol,yes,1999
Toyota,Corolla,9200,sedan,115,1.6,Gas,yes,2008
Toyota,Camry,20800,sedan,49,3.5,Petrol,yes,2011
Renault,Trafic,8100,van,206,1.9,Diesel,yes,2005
Volkswagen,Passat B6,13500,sedan,104,1.8,Petrol,yes,2010
Renault,Kangoo,4900,van,218,1.5,Diesel,yes,2006
Volkswagen,Golf IV,6600,hatch,136,1.4,Gas,yes,2001
Mitsubishi,Pajero,1450,crossover,245,2.8,Diesel,no,1996
Volkswagen,Passat B3,3600,sedan,320,1.8,Gas,yes,1989
Toyota,Camry,24000,sedan,51,2.5,Gas,yes,2014
Toyota,Camry,12700,sedan,130,2.4,Petrol,yes,2008
Mercedes-Benz,CL 500,14500,other,315,5,Gas,yes,2004
BMW,318,2299,sedan,200,1.8,Petrol,no,1999
BMW,735,8900,sedan,234,3.5,Gas,yes,1999
Audi,A6,30500,vagon,152,3,Diesel,yes,2012
Mercedes-Benz,E-Class,4000,sedan,370,3.2,Diesel,no,2002
Toyota,Camry,12900,sedan,137,2.4,Petrol,yes,2008
Volkswagen,Passat B3,3300,sedan,200,1.8,Petrol,yes,1989
Toyota,Avensis,9800,sedan,178,1.8,Petrol,yes,2007
Renault,Master,15200,other,173,2.3,Diesel,yes,2013
Volkswagen,Passat B4,4950,vagon,290,1.8,Petrol,yes,1996
Volkswagen,Touareg,55500,crossover,36,3,Diesel,yes,2015
Volkswagen,Multivan,17900,van,188,2.5,Diesel,yes,2008
Mercedes-Benz,ML 270,5900,crossover,271,2.7,Diesel,no,2003
Toyota,Land Cruiser 100,20500,crossover,225,4.7,Gas,yes,2003
BMW,318,5000,other,300,1.8,Petrol,yes,1994
Volkswagen,T5 (Transporter),11500,van,100,2,Diesel,yes,2010
Mercedes-Benz,G 350,115000,other,35,NA,Diesel,yes,2015
Volkswagen,Golf IV,2900,hatch,230,1.6,Petrol,yes,2000
Mitsubishi,Galant,4800,sedan,247,2,Gas,yes,1998
Renault,Laguna,1550,vagon,235,2,Petrol,no,1998
Mitsubishi,Pajero Sport,16000,crossover,147,2.5,Diesel,yes,2008
Volkswagen,T4 (Transporter),6400,van,312,2.5,Diesel,yes,2000
BMW,520,5800,other,400,2,Petrol,yes,1998
Mercedes-Benz,E-Class,11000,sedan,263,3.2,Diesel,yes,2001
Renault,Megane,4500,sedan,305,1.5,Diesel,yes,2004
Renault,Koleos,14200,crossover,83,2,Diesel,yes,2012
BMW,X5,71500,crossover,19,2.5,Diesel,yes,2015
Audi,A4,6200,sedan,200,1.8,Petrol,yes,2003
Volkswagen,Caddy,10500,van,130,1.9,Diesel,yes,2010
Toyota,Camry,12700,sedan,136,3.5,Petrol,yes,2007
Audi,80,7000,other,126,2.6,Petrol,yes,1998
BMW,540,4500,sedan,230,4,Gas,yes,1994
BMW,525,4800,vagon,400,2.5,Diesel,yes,1994
Renault,Grand Scenic,11500,van,170,1.5,Diesel,yes,2012
BMW,X3,42000,crossover,33,2,Petrol,yes,2014
Audi,100,2500,sedan,371,2.2,Gas,yes,1987
Mercedes-Benz,ML 320,22600,crossover,165,3,Diesel,yes,2007
Volkswagen,Polo,9900,sedan,80,1.6,Petrol,yes,2011
Mercedes-Benz,Vito,13500,van,259,3,Diesel,yes,2007
Volkswagen,Passat B6,10600,other,140,2,Other,yes,2007
Mercedes-Benz,Vito,12500,van,242,2.2,Diesel,yes,2008
Renault,Kangoo,7499,van,123,1.5,Diesel,yes,2009
Volkswagen,Polo,9999,hatch,118,1.2,Diesel,yes,2011
Toyota,Auris,18600,hatch,73,1.6,Petrol,yes,2013
Volkswagen,Golf V,7600,hatch,225,1.4,Petrol,yes,2004
Volkswagen,T5 (Transporter),NA,other,201,1.9,Diesel,yes,2007
Volkswagen,Golf V,9200,hatch,127,1.6,Petrol,yes,2007
Audi,A4,3700,vagon,290,1.9,Diesel,no,2002
BMW,X5,26000,crossover,270,4.8,Petrol,yes,2008
BMW,740,12950,sedan,268,4,Diesel,yes,2004
Mitsubishi,Pajero Wagon,15200,crossover,193,3,Gas,yes,2008
Audi,A6 Allroad,62000,vagon,24,3,Diesel,yes,2015
Toyota,Sienna,68500,van,1,3.5,Petrol,yes,2016
Volkswagen,Golf IV,2500,hatch,111,1.6,Gas,yes,1999
Volkswagen,Golf IV,2600,other,296,1.9,Diesel,no,2000
Mercedes-Benz,Vito,12250,van,300,2.2,Diesel,yes,2007
Toyota,Land Cruiser Prado,39900,crossover,94,4,Gas,yes,2010
Volkswagen,Golf IV,1500,other,160,1.4,Petrol,no,1999
Mercedes-Benz,S 350,3700,sedan,270,3.5,Petrol,no,2004
BMW,318,8999,other,160,1.8,Petrol,yes,1997
Mitsubishi,L 200,9900,other,200,2.5,Diesel,yes,2007
Volkswagen,Touareg,16800,crossover,249,5,Diesel,yes,2005
Volkswagen,Jetta,23999,sedan,0,1.6,Diesel,yes,2016
Mercedes-Benz,GL 320,36000,crossover,162,3,Diesel,yes,2009
Mitsubishi,L 200,15800,other,146,2.5,Diesel,yes,2013
Volkswagen,Passat B7,19300,sedan,136,2,Diesel,yes,2011
Renault,Kangoo,6450,van,148,1.5,Diesel,yes,2012
Renault,Kangoo,4200,van,220,1.5,Diesel,yes,2004
Mercedes-Benz,S-Guard,NA,sedan,29,6,Petrol,yes,2011
BMW,X5,32000,crossover,52,3,Petrol,yes,2012
Toyota,Camry,12500,sedan,110,2.4,Gas,yes,2007
BMW,X5,47900,crossover,178,4,Diesel,yes,2012
Mercedes-Benz,E-Class,21999,sedan,200,3,Diesel,yes,2008
Audi,A6,15000,sedan,168,NA,Other,yes,2007
Toyota,Yaris,7500,hatch,74,1.3,Petrol,yes,2008
Mercedes-Benz,S 350,125000,sedan,17,3,Diesel,yes,2015
BMW,X6,30500,hatch,110,4.4,Petrol,yes,2008
Volkswagen,Jetta,17191.2,sedan,0,1.6,Petrol,yes,2016
Mercedes-Benz,S 350,45555,sedan,42,3,Diesel,yes,2011
BMW,525,15200,sedan,227,2.5,Petrol,yes,2008
Volkswagen,Caddy,8700,sedan,270,NA,Diesel,yes,2009
Volkswagen,T5 (Transporter),7800,van,226,1.9,Diesel,yes,2005
Volkswagen,Golf VII,22000,hatch,40,1.4,Petrol,yes,2013
Mitsubishi,Outlander,9300,crossover,156,2.4,Gas,yes,2006
Mercedes-Benz,E-Class,31900,sedan,97,2.2,Diesel,yes,2011
Mercedes-Benz,Vito,9350,van,160,2.2,Diesel,yes,2008
BMW,520,32500,sedan,134,2,Diesel,yes,2010
Renault,Megane,10200,vagon,151,1.5,Diesel,yes,2011
Toyota,Rav 4,8200,crossover,200,2,Gas,yes,2002
Mercedes-Benz,C-Class,7400,sedan,190,2,Petrol,yes,2002
Mitsubishi,Outlander XL,14200,crossover,155,3,Gas,yes,2007
Volkswagen,Jetta,24900,sedan,1,1.6,Diesel,yes,2016
Mercedes-Benz,S 350,24300,sedan,150,3.5,Gas,yes,2008
Volkswagen,T5 (Transporter),9300,van,176,1.9,Diesel,yes,2005
Volkswagen,Touareg,21000,crossover,130,2.5,Diesel,yes,2008
Audi,Q7,36000,crossover,145,3,Petrol,yes,2010
Mitsubishi,Outlander,22900,crossover,69,2.4,Petrol,yes,2014
Mercedes-Benz,E-Class,9900,sedan,275,2.2,Other,yes,2005
Volkswagen,Golf III,3950,hatch,288,1.8,Gas,yes,1996
Toyota,Highlander,28700,crossover,100,3.5,Petrol,yes,2012
Volkswagen,T5 (Transporter),16900,van,121,2,Diesel,yes,2014
Mercedes-Benz,E-Class,7300,sedan,245,2.8,Gas,yes,1998
Mercedes-Benz,190,2200,sedan,400,2,Petrol,yes,1988
Toyota,Venza,25500,other,103,3.5,Petrol,yes,2010
Volkswagen,Caddy,7650,other,260,2,Diesel,yes,2005
Toyota,Camry,22800,other,55,2.5,Petrol,yes,2013
Renault,Trafic,8900,van,170,1.9,Diesel,yes,2005
Renault,Fluence,10990,sedan,118,2,Petrol,yes,2012
Mercedes-Benz,GLS 350,107777,crossover,0,3,Diesel,yes,2016
Toyota,Avensis,17000,sedan,95,2,Gas,yes,2011
Renault,25,999,sedan,430,2,Gas,yes,1988
Audi,A6,12800,other,0,NA,Other,yes,2005
BMW,X5,66500,crossover,0,2,Other,yes,2016
Volkswagen,Passat B4,4300,vagon,289,2,Petrol,yes,1994
BMW,320,3350,vagon,295,2,Diesel,no,2002
Toyota,Corolla,10400,sedan,87,1.6,Petrol,yes,2008
BMW,X5,22700,crossover,216,4.8,Petrol,yes,2007
Renault,Kangoo,6700,van,102,1.5,Diesel,yes,2012
Audi,A8,3250,sedan,285,NA,Gas,no,1996
Audi,80,3800,sedan,257,2,Petrol,yes,1993
Volkswagen,Golf VII,10900,vagon,185,1.4,Petrol,yes,2011
Mercedes-Benz,Vito,11000,van,300,2.2,Diesel,yes,2007
Volkswagen,Touareg,51900,crossover,30,3,Diesel,yes,2015
Mercedes-Benz,E-Class,18900,sedan,232,3,Diesel,yes,2007
BMW,535,25500,sedan,148,3,Diesel,yes,2007
Renault,Fluence,14500,sedan,98,1.5,Diesel,yes,2014
BMW,535,7900,sedan,260,3.5,Petrol,yes,1997
Audi,Q7,44800,crossover,95,3,Diesel,yes,2014
Toyota,Hilux,26200,other,73,2.5,Diesel,yes,2012
BMW,X5,14000,crossover,164,3,Diesel,no,2006
Renault,Trafic,7900,van,300,1.9,Diesel,yes,2006
Renault,21,1350,sedan,100,1.7,Petrol,yes,1986
Volkswagen,Caddy,10777,van,157,1.6,Diesel,yes,2012
Renault,Trafic,8300,van,217,1.9,Diesel,yes,2004
Volkswagen,Passat B8,40000,sedan,1,1.4,Petrol,yes,2015
Mercedes-Benz,E-Class,16800,other,266,3,Diesel,yes,2007
Audi,Q3,43000,crossover,1,2,Petrol,yes,2016
Toyota,Camry,22900,sedan,60,2.5,Petrol,yes,2012
Audi,A6,10900,sedan,225,2.4,Petrol,yes,2005
BMW,316,2550,sedan,280,1.6,Petrol,no,2000
Mercedes-Benz,Viano,18700,other,142,2.2,Diesel,yes,2007
Toyota,Carina,3800,sedan,220,1.6,Petrol,yes,1994
Mercedes-Benz,Vito,7700,van,290,2.2,Diesel,yes,2004
BMW,730,112000,sedan,16,3,Diesel,yes,2015
Mercedes-Benz,Sprinter 312,2600,van,280,2.9,Diesel,no,1997
Volkswagen,Passat B7,14900,vagon,165,1.4,Petrol,yes,2013
Mitsubishi,L 200,11960,other,140,2.5,Diesel,yes,2007
Mitsubishi,Pajero Sport,19800,crossover,130,2.5,Diesel,yes,2011
Mercedes-Benz,Vito,12800,van,116,2.2,Diesel,yes,2012
Mercedes-Benz,E-Class,34000,sedan,69,2,Petrol,yes,2013
Audi,S5,29999,sedan,97,3,Petrol,yes,2011
Renault,Trafic,10499,other,160,NA,Diesel,yes,2013
Mitsubishi,Galant,4900,vagon,250,2.5,Petrol,yes,2001
BMW,523,12900,sedan,200,2.5,Petrol,yes,2006
Mercedes-Benz,E-Class,12600,sedan,300,2.7,Diesel,yes,2003
Volkswagen,Caddy,9800,other,117,1.6,Diesel,yes,2014
Audi,A6,3650,sedan,270,1.9,Diesel,yes,2002
Renault,5,1150,hatch,250,1.4,Petrol,yes,1987
Volkswagen,Touareg,37900,crossover,73,3,Diesel,yes,2012
Volkswagen,Touareg,17900,crossover,145,3,Diesel,yes,2007
BMW,X6,37500,crossover,110,4.4,Petrol,yes,2011
BMW,530,27900,sedan,170,3,Petrol,yes,2011
Mercedes-Benz,GLS 63,177000,crossover,0,5.5,Petrol,yes,2016
Volkswagen,Caddy,10600,van,153,1.6,Diesel,yes,2012
Mercedes-Benz,GL 550,39900,crossover,127,5.5,Petrol,yes,2010
Volkswagen,Touran,5200,van,260,1.9,Diesel,no,2005
Volkswagen,Passat B7,16999,sedan,105,1.8,Petrol,yes,2011
Toyota,Corolla,10200,sedan,122,7.2,Petrol,yes,2011
Renault,Trafic,8400,van,260,1.9,Diesel,yes,2005
Audi,Q5,30900,crossover,27,2,Petrol,yes,2011
Mercedes-Benz,Vito,9500,van,248,2.2,Diesel,yes,2005
Mitsubishi,ASX,12800,crossover,153,1.6,Gas,yes,2011
BMW,X3,48900,crossover,60,3,Diesel,yes,2011
Renault,Megane,11600,vagon,165,1.5,Diesel,yes,2012
Volkswagen,Golf VII,20200,hatch,22,1.2,Petrol,yes,2014
Mercedes-Benz,B 170,12700,hatch,140,1.7,Gas,yes,2007
Mercedes-Benz,S 350,144900,sedan,16,3,Diesel,yes,2014
Toyota,Land Cruiser Prado,17835,crossover,240,2.7,Gas,yes,2007
Toyota,Rav 4,NA,vagon,160,2.4,Gas,yes,2007
Mercedes-Benz,E-Class,30900,sedan,71,2.2,Diesel,yes,2012
Renault,Fluence,9500,sedan,88,1.6,Gas,yes,2012
Volkswagen,Caddy,11500,van,192,1.9,Diesel,yes,2008
Renault,Megane,18932.55,hatch,0,1.5,Diesel,yes,2016
Mercedes-Benz,E-Class,33000,vagon,91,NA,Other,yes,2013
Renault,Megane,11700,vagon,155,1.5,Diesel,yes,2012
Renault,Kangoo,9900,crossover,201,1.9,Diesel,yes,2006
Mercedes-Benz,E-Class,19500,sedan,180,3,Diesel,yes,2008
Mercedes-Benz,200,6000,sedan,350,2,Diesel,yes,1985
Audi,A6,3400,vagon,261,2.5,Diesel,no,2004
Volkswagen,Caddy,8200,other,102,1.6,Diesel,yes,2012
Toyota,Camry,15600,sedan,165,3.5,Gas,yes,2008
BMW,535,NA,sedan,43,3,Petrol,yes,2011
Toyota,Land Cruiser Prado,47500,crossover,45,3,Diesel,yes,2014
Audi,A5,33900,sedan,58,2,Petrol,yes,2014
Toyota,Land Cruiser 200,97500,crossover,2,4.6,Petrol,yes,2016
Renault,Fluence,15000,sedan,21,1.5,Diesel,yes,2014
Toyota,Camry,28999,sedan,86,3.5,Petrol,yes,2013
Audi,A1,15000,hatch,66,1.2,Petrol,yes,2011
Toyota,Land Cruiser Prado,36000,crossover,66,3,Diesel,yes,2010
Toyota,Land Cruiser Prado,19500,crossover,150,4,Petrol,yes,2005
Mercedes-Benz,C-Class,5000,sedan,350,1.8,Other,yes,1995
Mercedes-Benz,C-Class,17800,sedan,73,3,Petrol,yes,2008
Mercedes-Benz,E-Class,5000,sedan,215,2.6,Gas,yes,1992
Renault,Clio,3100,hatch,275,1.2,Petrol,yes,1991
Renault,9,1200,sedan,240,1.7,Gas,yes,1988
BMW,318,3800,sedan,100,1.8,Petrol,yes,1992
Renault,Laguna,1999,vagon,260,1.9,Diesel,no,2001
Mercedes-Benz,B-Class Electric Drive,42900,hatch,3,NA,Other,yes,2016
Mercedes-Benz,S 500,8800,sedan,330,5,Petrol,yes,2000
Renault,Trafic,8800,van,250,1.9,Diesel,yes,2006
Mercedes-Benz,CLK 320,15300,other,168,3.2,Petrol,yes,2003
BMW,520,39900,sedan,5,2,Petrol,yes,2016
Renault,Trafic,7400,van,181,2,Diesel,yes,2007
Volkswagen,Multivan,28000,van,163,2,Diesel,yes,2010
Volkswagen,T6 (Transporter),12300,van,182,2,Diesel,yes,2011
Renault,Megane,3600,sedan,101,2,Petrol,yes,1997
Toyota,Corolla,8450,sedan,193,1.6,Gas,yes,2007
Volkswagen,Golf III,2500,hatch,297,1.6,Petrol,yes,1995
Toyota,Corolla,9950,sedan,106,1.6,Gas,yes,2008
Mercedes-Benz,C-Class,23200,sedan,58,1.8,Petrol,yes,2010
Toyota,Avensis,10500,sedan,124,1.8,Petrol,yes,2008
Mercedes-Benz,E-Class,11200,sedan,280,2.2,Diesel,yes,2005
Volkswagen,T5 (Transporter),9750,van,1,1.9,Diesel,yes,2004
Toyota,Land Cruiser Prado,20800,crossover,70,2.7,Petrol,yes,2008
Audi,A5,33500,hatch,35,1.8,Petrol,yes,2014
Volkswagen,Polo,10000,sedan,66,1.6,Petrol,yes,2011
Mitsubishi,Pajero Sport,NA,crossover,205,2.5,Diesel,yes,2006
Mitsubishi,Galant,2199,hatch,400,1.8,Other,yes,1991
Audi,A3,16800,hatch,47,1.2,Petrol,yes,2013
Mercedes-Benz,GL 420,25500,crossover,200,4,Diesel,yes,2007
Audi,A4,2099,sedan,314,1.9,Diesel,no,1996
Toyota,Land Cruiser 100,20000,crossover,250,4.2,Diesel,yes,2000
Volkswagen,T4 (Transporter),7400,van,380,2.5,Diesel,yes,2000
Volkswagen,T5 (Transporter),12000,other,209,NA,Diesel,yes,2006
Mercedes-Benz,Sprinter 310,NA,van,273,2.9,Diesel,yes,2001
BMW,325,16500,sedan,150,2.5,Petrol,yes,2005
Audi,A6,18500,sedan,137,NA,Petrol,yes,2009
Mercedes-Benz,E-Class,43500,other,51,3,Diesel,yes,2014
Renault,Grand Scenic,7450,other,190,NA,Diesel,yes,2004
Volkswagen,Golf III,3100,hatch,118,1.8,Gas,yes,1993
Mercedes-Benz,E-Class,12100,sedan,310,2.2,Diesel,yes,2005
Mercedes-Benz,Vito,12000,van,230,2.2,Diesel,yes,2008
Mitsubishi,L 200,33000,other,0,2.4,Diesel,yes,2016
Renault,Dokker,15672.15,van,0,1.5,Diesel,yes,2016
Renault,Kangoo,6600,van,134,1.5,Diesel,yes,2011
Renault,Megane,12800,vagon,127,1.5,Diesel,yes,2011
Mercedes-Benz,S 600,300000,sedan,68,6,Petrol,yes,2011
Renault,Kangoo,7200,van,73,1.5,Diesel,yes,2012
BMW,118,21000,hatch,79,1.6,Petrol,yes,2013
Mitsubishi,Carisma,5900,hatch,92,1.6,Petrol,yes,2003
Volkswagen,Passat B6,9500,van,205,2,Petrol,yes,2006
Renault,Scenic,2100,van,270,1.9,Diesel,no,2002
Audi,A6,4000,sedan,260,NA,Diesel,no,2000
Toyota,Auris,8100,hatch,91,1.6,Petrol,yes,2007
Mercedes-Benz,G 55 AMG,60000,crossover,140,5.5,Gas,yes,2008
BMW,320,2899,sedan,260,2,Diesel,no,2000
BMW,M5,73900,sedan,57,4.4,Petrol,yes,2013
BMW,323,7998,sedan,253,NA,Petrol,yes,1998
BMW,320,3400,vagon,191,2,Diesel,no,2002
